# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2017-01-25 09:35:59 EST       (nadww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01017550 Williams Brook at Phair, Maine
# -----------------------------------------------------------------------------------
#
# Data provided for site 01017550
#            TS   parameter     Description
#         65382       00065     Gage height, feet
#         65383       00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	tz_cd	65382_00065	65382_00065_cd	65383_00060	65383_00060_cd
USGS	01017550	2016-01-05 15:00	EST	1.625	A		
USGS	01017550	2016-01-05 15:15	EST	1.623	A		
USGS	01017550	2016-01-05 15:30	EST	1.623	A		
USGS	01017550	2016-01-05 15:45	EST	1.623	A		
USGS	01017550	2016-01-05 16:00	EST	1.623	A		
USGS	01017550	2016-01-05 16:15	EST	1.625	A		
USGS	01017550	2016-01-05 16:30	EST	1.624	A		
USGS	01017550	2016-01-05 16:45	EST	1.622	A		
USGS	01017550	2016-01-05 17:00	EST	1.623	A		
USGS	01017550	2016-01-05 17:15	EST	1.620	A		
USGS	01017550	2016-01-05 17:30	EST	1.623	A		
USGS	01017550	2016-01-05 17:45	EST	1.622	A		
USGS	01017550	2016-01-05 18:00	EST	1.623	A		
USGS	01017550	2016-01-05 18:15	EST	1.624	A		
USGS	01017550	2016-01-05 18:30	EST	1.622	A		
USGS	01017550	2016-01-05 18:45	EST	1.624	A		
USGS	01017550	2016-01-05 19:00	EST	1.621	A		
USGS	01017550	2016-01-05 19:15	EST	1.621	A		
USGS	01017550	2016-01-05 19:30	EST	1.623	A		
USGS	01017550	2016-01-05 19:45	EST	1.623	A		
USGS	01017550	2016-01-05 20:00	EST	1.622	A		
USGS	01017550	2016-01-05 20:15	EST	1.622	A		
USGS	01017550	2016-01-05 20:30	EST	1.623	A		
USGS	01017550	2016-01-05 20:45	EST	1.625	A		
USGS	01017550	2016-01-05 21:00	EST	1.624	A		
USGS	01017550	2016-01-05 21:15	EST	1.625	A		
USGS	01017550	2016-01-05 21:30	EST	1.625	A		
USGS	01017550	2016-01-05 21:45	EST	1.626	A		
USGS	01017550	2016-01-05 22:00	EST	1.624	A		
USGS	01017550	2016-01-05 22:15	EST	1.626	A		
USGS	01017550	2016-01-05 22:30	EST	1.626	A		
USGS	01017550	2016-01-05 22:45	EST	1.626	A		
USGS	01017550	2016-01-05 23:00	EST	1.625	A		
USGS	01017550	2016-01-05 23:15	EST	1.625	A		
USGS	01017550	2016-01-05 23:30	EST	1.627	A		
USGS	01017550	2016-01-05 23:45	EST	1.627	A		
USGS	01017550	2016-01-06 00:00	EST	1.626	A		
USGS	01017550	2016-01-06 00:15	EST	1.627	A		
USGS	01017550	2016-01-06 00:30	EST	1.628	A		
USGS	01017550	2016-01-06 00:45	EST	1.628	A		
USGS	01017550	2016-01-06 01:00	EST	1.628	A		
USGS	01017550	2016-01-06 01:15	EST	1.627	A		
USGS	01017550	2016-01-06 01:30	EST	1.628	A		
USGS	01017550	2016-01-06 01:45	EST	1.626	A		
USGS	01017550	2016-01-06 02:00	EST	1.628	A		
USGS	01017550	2016-01-06 02:15	EST	1.627	A		
USGS	01017550	2016-01-06 02:30	EST	1.627	A		
USGS	01017550	2016-01-06 02:45	EST	1.627	A		
USGS	01017550	2016-01-06 03:00	EST	1.626	A		
USGS	01017550	2016-01-06 03:15	EST	1.625	A		
USGS	01017550	2016-01-06 03:30	EST	1.625	A		
USGS	01017550	2016-01-06 03:45	EST	1.624	A		
USGS	01017550	2016-01-06 04:00	EST	1.624	A		
USGS	01017550	2016-01-06 04:15	EST	1.624	A		
USGS	01017550	2016-01-06 04:30	EST	1.624	A		
USGS	01017550	2016-01-06 04:45	EST	1.624	A		
USGS	01017550	2016-01-06 05:00	EST	1.625	A		
USGS	01017550	2016-01-06 05:15	EST	1.626	A		
USGS	01017550	2016-01-06 05:30	EST	1.626	A		
USGS	01017550	2016-01-06 05:45	EST	1.627	A		
USGS	01017550	2016-01-06 06:00	EST	1.627	A		
USGS	01017550	2016-01-06 06:15	EST	1.628	A		
USGS	01017550	2016-01-06 06:30	EST	1.629	A		
USGS	01017550	2016-01-06 06:45	EST	1.629	A		
USGS	01017550	2016-01-06 07:00	EST	1.627	A		
USGS	01017550	2016-01-06 07:15	EST	1.629	A		
USGS	01017550	2016-01-06 07:30	EST	1.629	A		
USGS	01017550	2016-01-06 07:45	EST	1.629	A		
USGS	01017550	2016-01-06 08:00	EST	1.630	A		
USGS	01017550	2016-01-06 08:15	EST	1.631	A		
USGS	01017550	2016-01-06 08:30	EST	1.632	A		
USGS	01017550	2016-01-06 08:45	EST	1.631	A		
USGS	01017550	2016-01-06 09:00	EST	1.632	A		
USGS	01017550	2016-01-06 09:15	EST	1.632	A		
USGS	01017550	2016-01-06 09:30	EST	1.632	A		
USGS	01017550	2016-01-06 09:45	EST	1.632	A		
USGS	01017550	2016-01-06 10:00	EST	1.632	A		
USGS	01017550	2016-01-06 10:15	EST	1.634	A		
USGS	01017550	2016-01-06 10:30	EST	1.635	A		
USGS	01017550	2016-01-06 10:45	EST	1.635	A		
USGS	01017550	2016-01-06 11:00	EST	1.634	A		
USGS	01017550	2016-01-06 11:15	EST	1.634	A		
USGS	01017550	2016-01-06 11:30	EST	1.633	A		
USGS	01017550	2016-01-06 11:45	EST	1.631	A		
USGS	01017550	2016-01-06 12:00	EST	1.632	A		
USGS	01017550	2016-01-06 12:15	EST	1.634	A		
USGS	01017550	2016-01-06 12:30	EST	1.633	A		
USGS	01017550	2016-01-06 12:45	EST	1.633	A		
USGS	01017550	2016-01-06 13:00	EST	1.633	A		
USGS	01017550	2016-01-06 13:15	EST	1.632	A		
USGS	01017550	2016-01-06 13:30	EST	1.634	A		
USGS	01017550	2016-01-06 13:45	EST	1.633	A		
USGS	01017550	2016-01-06 14:00	EST	1.630	A		
USGS	01017550	2016-01-06 14:15	EST	1.629	A		
USGS	01017550	2016-01-06 14:30	EST	1.627	A		
USGS	01017550	2016-01-06 14:45	EST	1.629	A		
USGS	01017550	2016-01-06 15:00	EST	1.635	A		
USGS	01017550	2016-01-06 15:15	EST	1.631	A		
USGS	01017550	2016-01-06 15:30	EST	1.635	A		
USGS	01017550	2016-01-06 15:45	EST	1.627	A		
USGS	01017550	2016-01-06 16:00	EST	1.627	A		
USGS	01017550	2016-01-06 16:15	EST	1.627	A		
USGS	01017550	2016-01-06 16:30	EST	1.629	A		
USGS	01017550	2016-01-06 16:45	EST	1.630	A		
USGS	01017550	2016-01-06 17:00	EST	1.631	A		
USGS	01017550	2016-01-06 17:15	EST	1.631	A		
USGS	01017550	2016-01-06 17:30	EST	1.631	A		
USGS	01017550	2016-01-06 17:45	EST	1.631	A		
USGS	01017550	2016-01-06 18:00	EST	1.631	A		
USGS	01017550	2016-01-06 18:15	EST	1.631	A		
USGS	01017550	2016-01-06 18:30	EST	1.632	A		
USGS	01017550	2016-01-06 18:45	EST	1.632	A		
USGS	01017550	2016-01-06 19:00	EST	1.632	A		
USGS	01017550	2016-01-06 19:15	EST	1.631	A		
USGS	01017550	2016-01-06 19:30	EST	1.630	A		
USGS	01017550	2016-01-06 19:45	EST	1.630	A		
USGS	01017550	2016-01-06 20:00	EST	1.632	A		
USGS	01017550	2016-01-06 20:15	EST	1.631	A		
USGS	01017550	2016-01-06 20:30	EST	1.629	A		
USGS	01017550	2016-01-06 20:45	EST	1.630	A		
USGS	01017550	2016-01-06 21:00	EST	1.632	A		
USGS	01017550	2016-01-06 21:15	EST	1.632	A		
USGS	01017550	2016-01-06 21:30	EST	1.631	A		
USGS	01017550	2016-01-06 21:45	EST	1.631	A		
USGS	01017550	2016-01-06 22:00	EST	1.632	A		
USGS	01017550	2016-01-06 22:15	EST	1.632	A		
USGS	01017550	2016-01-06 22:30	EST	1.630	A		
USGS	01017550	2016-01-06 22:45	EST	1.632	A		
USGS	01017550	2016-01-06 23:00	EST	1.631	A		
USGS	01017550	2016-01-06 23:15	EST	1.629	A		
USGS	01017550	2016-01-06 23:30	EST	1.631	A		
USGS	01017550	2016-01-06 23:45	EST	1.629	A		
USGS	01017550	2016-01-07 00:00	EST	1.628	A		
USGS	01017550	2016-01-07 00:15	EST	1.629	A		
USGS	01017550	2016-01-07 00:30	EST	1.628	A		
USGS	01017550	2016-01-07 00:45	EST	1.629	A		
USGS	01017550	2016-01-07 01:00	EST	1.628	A		
USGS	01017550	2016-01-07 01:15	EST	1.626	A		
USGS	01017550	2016-01-07 01:30	EST	1.627	A		
USGS	01017550	2016-01-07 01:45	EST	1.625	A		
USGS	01017550	2016-01-07 02:00	EST	1.627	A		
USGS	01017550	2016-01-07 02:15	EST	1.624	A		
USGS	01017550	2016-01-07 02:30	EST	1.625	A		
USGS	01017550	2016-01-07 02:45	EST	1.620	A		
USGS	01017550	2016-01-07 03:00	EST	1.623	A		
USGS	01017550	2016-01-07 03:15	EST	1.622	A		
USGS	01017550	2016-01-07 03:30	EST	1.622	A		
USGS	01017550	2016-01-07 03:45	EST	1.620	A		
USGS	01017550	2016-01-07 04:00	EST	1.621	A		
USGS	01017550	2016-01-07 04:15	EST	1.621	A		
USGS	01017550	2016-01-07 04:30	EST	1.620	A		
USGS	01017550	2016-01-07 04:45	EST	1.619	A		
USGS	01017550	2016-01-07 05:00	EST	1.619	A		
USGS	01017550	2016-01-07 05:15	EST	1.619	A		
USGS	01017550	2016-01-07 05:30	EST	1.619	A		
USGS	01017550	2016-01-07 05:45	EST	1.619	A		
USGS	01017550	2016-01-07 06:00	EST	1.618	A		
USGS	01017550	2016-01-07 06:15	EST	1.619	A		
USGS	01017550	2016-01-07 06:30	EST	1.618	A		
USGS	01017550	2016-01-07 06:45	EST	1.619	A		
USGS	01017550	2016-01-07 07:00	EST	1.618	A		
USGS	01017550	2016-01-07 07:15	EST	1.620	A		
USGS	01017550	2016-01-07 07:30	EST	1.619	A		
USGS	01017550	2016-01-07 07:45	EST	1.619	A		
USGS	01017550	2016-01-07 08:00	EST	1.621	A		
USGS	01017550	2016-01-07 08:15	EST	1.618	A		
USGS	01017550	2016-01-07 08:30	EST	1.619	A		
USGS	01017550	2016-01-07 08:45	EST	1.620	A		
USGS	01017550	2016-01-07 09:00	EST	1.619	A		
USGS	01017550	2016-01-07 09:15	EST	1.619	A		
USGS	01017550	2016-01-07 09:30	EST	1.619	A		
USGS	01017550	2016-01-07 09:45	EST	1.619	A		
USGS	01017550	2016-01-07 10:00	EST	1.620	A		
USGS	01017550	2016-01-07 10:15	EST	1.621	A		
USGS	01017550	2016-01-07 10:30	EST	1.623	A		
USGS	01017550	2016-01-07 10:45	EST	1.623	A		
USGS	01017550	2016-01-07 11:00	EST	1.621	A		
USGS	01017550	2016-01-07 11:15	EST	1.621	A		
USGS	01017550	2016-01-07 11:30	EST	1.621	A		
USGS	01017550	2016-01-07 11:45	EST	1.623	A		
USGS	01017550	2016-01-07 12:00	EST	1.623	A		
USGS	01017550	2016-01-07 12:15	EST	1.622	A		
USGS	01017550	2016-01-07 12:30	EST	1.622	A		
USGS	01017550	2016-01-07 12:45	EST	1.622	A		
USGS	01017550	2016-01-07 13:00	EST	1.621	A		
USGS	01017550	2016-01-07 13:15	EST	1.622	A		
USGS	01017550	2016-01-07 13:30	EST	1.623	A		
USGS	01017550	2016-01-07 13:45	EST	1.622	A		
USGS	01017550	2016-01-07 14:00	EST	1.622	A		
USGS	01017550	2016-01-07 14:15	EST	1.621	A		
USGS	01017550	2016-01-07 14:30	EST	1.620	A		
USGS	01017550	2016-01-07 14:45	EST	1.620	A		
USGS	01017550	2016-01-07 15:00	EST	1.621	A		
USGS	01017550	2016-01-07 15:15	EST	1.619	A		
USGS	01017550	2016-01-07 15:30	EST	1.620	A		
USGS	01017550	2016-01-07 15:45	EST	1.619	A		
USGS	01017550	2016-01-07 16:00	EST	1.619	A		
USGS	01017550	2016-01-07 16:15	EST	1.618	A		
USGS	01017550	2016-01-07 16:30	EST	1.620	A		
USGS	01017550	2016-01-07 16:45	EST	1.619	A		
USGS	01017550	2016-01-07 17:00	EST	1.619	A		
USGS	01017550	2016-01-07 17:15	EST	1.620	A		
USGS	01017550	2016-01-07 17:30	EST	1.620	A		
USGS	01017550	2016-01-07 17:45	EST	1.620	A		
USGS	01017550	2016-01-07 18:00	EST	1.619	A		
USGS	01017550	2016-01-07 18:15	EST	1.619	A		
USGS	01017550	2016-01-07 18:30	EST	1.620	A		
USGS	01017550	2016-01-07 18:45	EST	1.618	A		
USGS	01017550	2016-01-07 19:00	EST	1.619	A		
USGS	01017550	2016-01-07 19:15	EST	1.618	A		
USGS	01017550	2016-01-07 19:30	EST	1.617	A		
USGS	01017550	2016-01-07 19:45	EST	1.617	A		
USGS	01017550	2016-01-07 20:00	EST	1.616	A		
USGS	01017550	2016-01-07 20:15	EST	1.617	A		
USGS	01017550	2016-01-07 20:30	EST	1.617	A		
USGS	01017550	2016-01-07 20:45	EST	1.616	A		
USGS	01017550	2016-01-07 21:00	EST	1.615	A		
USGS	01017550	2016-01-07 21:15	EST	1.617	A		
USGS	01017550	2016-01-07 21:30	EST	1.617	A		
USGS	01017550	2016-01-07 21:45	EST	1.617	A		
USGS	01017550	2016-01-07 22:00	EST	1.616	A		
USGS	01017550	2016-01-07 22:15	EST	1.618	A		
USGS	01017550	2016-01-07 22:30	EST	1.618	A		
USGS	01017550	2016-01-07 22:45	EST	1.616	A		
USGS	01017550	2016-01-07 23:00	EST	1.616	A		
USGS	01017550	2016-01-07 23:15	EST	1.616	A		
USGS	01017550	2016-01-07 23:30	EST	1.616	A		
USGS	01017550	2016-01-07 23:45	EST	1.615	A		
USGS	01017550	2016-01-08 00:00	EST	1.615	A		
USGS	01017550	2016-01-08 00:15	EST	1.614	A		
USGS	01017550	2016-01-08 00:30	EST	1.614	A		
USGS	01017550	2016-01-08 00:45	EST	1.614	A		
USGS	01017550	2016-01-08 01:00	EST	1.614	A		
USGS	01017550	2016-01-08 01:15	EST	1.612	A		
USGS	01017550	2016-01-08 01:30	EST	1.612	A		
USGS	01017550	2016-01-08 01:45	EST	1.614	A		
USGS	01017550	2016-01-08 02:00	EST	1.612	A		
USGS	01017550	2016-01-08 02:15	EST	1.613	A		
USGS	01017550	2016-01-08 02:30	EST	1.614	A		
USGS	01017550	2016-01-08 02:45	EST	1.615	A		
USGS	01017550	2016-01-08 03:00	EST	1.613	A		
USGS	01017550	2016-01-08 03:15	EST	1.614	A		
USGS	01017550	2016-01-08 03:30	EST	1.616	A		
USGS	01017550	2016-01-08 03:45	EST	1.614	A		
USGS	01017550	2016-01-08 04:00	EST	1.613	A		
USGS	01017550	2016-01-08 04:15	EST	1.613	A		
USGS	01017550	2016-01-08 04:30	EST	1.613	A		
USGS	01017550	2016-01-08 04:45	EST	1.613	A		
USGS	01017550	2016-01-08 05:00	EST	1.614	A		
USGS	01017550	2016-01-08 05:15	EST	1.614	A		
USGS	01017550	2016-01-08 05:30	EST	1.614	A		
USGS	01017550	2016-01-08 05:45	EST	1.615	A		
USGS	01017550	2016-01-08 06:00	EST	1.613	A		
USGS	01017550	2016-01-08 06:15	EST	1.614	A		
USGS	01017550	2016-01-08 06:30	EST	1.613	A		
USGS	01017550	2016-01-08 06:45	EST	1.615	A		
USGS	01017550	2016-01-08 07:00	EST	1.614	A		
USGS	01017550	2016-01-08 07:15	EST	1.615	A		
USGS	01017550	2016-01-08 07:30	EST	1.613	A		
USGS	01017550	2016-01-08 07:45	EST	1.614	A		
USGS	01017550	2016-01-08 08:00	EST	1.612	A		
USGS	01017550	2016-01-08 08:15	EST	1.614	A		
USGS	01017550	2016-01-08 08:30	EST	1.613	A		
USGS	01017550	2016-01-08 08:45	EST	1.612	A		
USGS	01017550	2016-01-08 09:00	EST	1.614	A		
USGS	01017550	2016-01-08 09:15	EST	1.612	A		
USGS	01017550	2016-01-08 09:30	EST	1.611	A		
USGS	01017550	2016-01-08 09:45	EST	1.612	A		
USGS	01017550	2016-01-08 10:00	EST	1.613	A		
USGS	01017550	2016-01-08 10:15	EST	1.611	A		
USGS	01017550	2016-01-08 10:30	EST	1.611	A		
USGS	01017550	2016-01-08 10:45	EST	1.613	A		
USGS	01017550	2016-01-08 11:00	EST	1.613	A		
USGS	01017550	2016-01-08 11:15	EST	1.614	A		
USGS	01017550	2016-01-08 11:30	EST	1.613	A		
USGS	01017550	2016-01-08 11:45	EST	1.613	A		
USGS	01017550	2016-01-08 12:00	EST	1.613	A		
USGS	01017550	2016-01-08 12:15	EST	1.613	A		
USGS	01017550	2016-01-08 12:30	EST	1.613	A		
USGS	01017550	2016-01-08 12:45	EST	1.612	A		
USGS	01017550	2016-01-08 13:00	EST	1.612	A		
USGS	01017550	2016-01-08 13:15	EST	1.612	A		
USGS	01017550	2016-01-08 13:30	EST	1.614	A		
USGS	01017550	2016-01-08 13:45	EST	1.613	A		
USGS	01017550	2016-01-08 14:00	EST	1.613	A		
USGS	01017550	2016-01-08 14:15	EST	1.612	A		
USGS	01017550	2016-01-08 14:30	EST	1.612	A		
USGS	01017550	2016-01-08 14:45	EST	1.613	A		
USGS	01017550	2016-01-08 15:00	EST	1.611	A		
USGS	01017550	2016-01-08 15:15	EST	1.611	A		
USGS	01017550	2016-01-08 15:30	EST	1.611	A		
USGS	01017550	2016-01-08 15:45	EST	1.612	A		
USGS	01017550	2016-01-08 16:00	EST	1.611	A		
USGS	01017550	2016-01-08 16:15	EST	1.611	A		
USGS	01017550	2016-01-08 16:30	EST	1.612	A		
USGS	01017550	2016-01-08 16:45	EST	1.612	A		
USGS	01017550	2016-01-08 17:00	EST	1.611	A		
USGS	01017550	2016-01-08 17:15	EST	1.611	A		
USGS	01017550	2016-01-08 17:30	EST	1.610	A		
USGS	01017550	2016-01-08 17:45	EST	1.611	A		
USGS	01017550	2016-01-08 18:00	EST	1.610	A		
USGS	01017550	2016-01-08 18:15	EST	1.610	A		
USGS	01017550	2016-01-08 18:30	EST	1.610	A		
USGS	01017550	2016-01-08 18:45	EST	1.609	A		
USGS	01017550	2016-01-08 19:00	EST	1.610	A		
USGS	01017550	2016-01-08 19:15	EST	1.611	A		
USGS	01017550	2016-01-08 19:30	EST	1.610	A		
USGS	01017550	2016-01-08 19:45	EST	1.608	A		
USGS	01017550	2016-01-08 20:00	EST	1.607	A		
USGS	01017550	2016-01-08 20:15	EST	1.609	A		
USGS	01017550	2016-01-08 20:30	EST	1.608	A		
USGS	01017550	2016-01-08 20:45	EST	1.608	A		
USGS	01017550	2016-01-08 21:00	EST	1.607	A		
USGS	01017550	2016-01-08 21:15	EST	1.609	A		
USGS	01017550	2016-01-08 21:30	EST	1.607	A		
USGS	01017550	2016-01-08 21:45	EST	1.607	A		
USGS	01017550	2016-01-08 22:00	EST	1.608	A		
USGS	01017550	2016-01-08 22:15	EST	1.608	A		
USGS	01017550	2016-01-08 22:30	EST	1.608	A		
USGS	01017550	2016-01-08 22:45	EST	1.606	A		
USGS	01017550	2016-01-08 23:00	EST	1.607	A		
USGS	01017550	2016-01-08 23:15	EST	1.604	A		
USGS	01017550	2016-01-08 23:30	EST	1.604	A		
USGS	01017550	2016-01-08 23:45	EST	1.605	A		
USGS	01017550	2016-01-09 00:00	EST	1.603	A		
USGS	01017550	2016-01-09 00:15	EST	1.604	A		
USGS	01017550	2016-01-09 00:30	EST	1.603	A		
USGS	01017550	2016-01-09 00:45	EST	1.603	A		
USGS	01017550	2016-01-09 01:00	EST	1.603	A		
USGS	01017550	2016-01-09 01:15	EST	1.601	A		
USGS	01017550	2016-01-09 01:30	EST	1.602	A		
USGS	01017550	2016-01-09 01:45	EST	1.600	A		
USGS	01017550	2016-01-09 02:00	EST	1.601	A		
USGS	01017550	2016-01-09 02:15	EST	1.601	A		
USGS	01017550	2016-01-09 02:30	EST	1.600	A		
USGS	01017550	2016-01-09 02:45	EST	1.599	A		
USGS	01017550	2016-01-09 03:00	EST	1.599	A		
USGS	01017550	2016-01-09 03:15	EST	1.600	A		
USGS	01017550	2016-01-09 03:30	EST	1.599	A		
USGS	01017550	2016-01-09 03:45	EST	1.599	A		
USGS	01017550	2016-01-09 04:00	EST	1.600	A		
USGS	01017550	2016-01-09 04:15	EST	1.599	A		
USGS	01017550	2016-01-09 04:30	EST	1.598	A		
USGS	01017550	2016-01-09 04:45	EST	1.599	A		
USGS	01017550	2016-01-09 05:00	EST	1.599	A		
USGS	01017550	2016-01-09 05:15	EST	1.599	A		
USGS	01017550	2016-01-09 05:30	EST	1.598	A		
USGS	01017550	2016-01-09 05:45	EST	1.598	A		
USGS	01017550	2016-01-09 06:00	EST	1.599	A		
USGS	01017550	2016-01-09 06:15	EST	1.599	A		
USGS	01017550	2016-01-09 06:30	EST	1.598	A		
USGS	01017550	2016-01-09 06:45	EST	1.600	A		
USGS	01017550	2016-01-09 07:00	EST	1.600	A		
USGS	01017550	2016-01-09 07:15	EST	1.602	A		
USGS	01017550	2016-01-09 07:30	EST	1.600	A		
USGS	01017550	2016-01-09 07:45	EST	1.600	A		
USGS	01017550	2016-01-09 08:00	EST	1.601	A		
USGS	01017550	2016-01-09 08:15	EST	1.602	A		
USGS	01017550	2016-01-09 08:30	EST	1.602	A		
USGS	01017550	2016-01-09 08:45	EST	1.600	A		
USGS	01017550	2016-01-09 09:00	EST	1.601	A		
USGS	01017550	2016-01-09 09:15	EST	1.602	A		
USGS	01017550	2016-01-09 09:30	EST	1.601	A		
USGS	01017550	2016-01-09 09:45	EST	1.599	A		
USGS	01017550	2016-01-09 10:00	EST	1.599	A		
USGS	01017550	2016-01-09 10:15	EST	1.600	A		
USGS	01017550	2016-01-09 10:30	EST	1.601	A		
USGS	01017550	2016-01-09 10:45	EST	1.600	A		
USGS	01017550	2016-01-09 11:00	EST	1.601	A		
USGS	01017550	2016-01-09 11:15	EST	1.600	A		
USGS	01017550	2016-01-09 11:30	EST	1.600	A		
USGS	01017550	2016-01-09 11:45	EST	1.601	A		
USGS	01017550	2016-01-09 12:00	EST	1.600	A		
USGS	01017550	2016-01-09 12:15	EST	1.600	A		
USGS	01017550	2016-01-09 12:30	EST	1.599	A		
USGS	01017550	2016-01-09 12:45	EST	1.601	A		
USGS	01017550	2016-01-09 13:00	EST	1.600	A		
USGS	01017550	2016-01-09 13:15	EST	1.598	A		
USGS	01017550	2016-01-09 13:30	EST	1.599	A		
USGS	01017550	2016-01-09 13:45	EST	1.599	A		
USGS	01017550	2016-01-09 14:00	EST	1.599	A		
USGS	01017550	2016-01-09 14:15	EST	1.598	A		
USGS	01017550	2016-01-09 14:30	EST	1.597	A		
USGS	01017550	2016-01-09 14:45	EST	1.597	A		
USGS	01017550	2016-01-09 15:00	EST	1.598	A		
USGS	01017550	2016-01-09 15:15	EST	1.597	A		
USGS	01017550	2016-01-09 15:30	EST	1.597	A		
USGS	01017550	2016-01-09 15:45	EST	1.596	A		
USGS	01017550	2016-01-09 16:00	EST	1.596	A		
USGS	01017550	2016-01-09 16:15	EST	1.595	A		
USGS	01017550	2016-01-09 16:30	EST	1.595	A		
USGS	01017550	2016-01-09 16:45	EST	1.597	A		
USGS	01017550	2016-01-09 17:00	EST	1.597	A		
USGS	01017550	2016-01-09 17:15	EST	1.596	A		
USGS	01017550	2016-01-09 17:30	EST	1.597	A		
USGS	01017550	2016-01-09 17:45	EST	1.595	A		
USGS	01017550	2016-01-09 18:00	EST	1.595	A		
USGS	01017550	2016-01-09 18:15	EST	1.595	A		
USGS	01017550	2016-01-09 18:30	EST	1.596	A		
USGS	01017550	2016-01-09 18:45	EST	1.595	A		
USGS	01017550	2016-01-09 19:00	EST	1.596	A		
USGS	01017550	2016-01-09 19:15	EST	1.596	A		
USGS	01017550	2016-01-09 19:30	EST	1.595	A		
USGS	01017550	2016-01-09 19:45	EST	1.595	A		
USGS	01017550	2016-01-09 20:00	EST	1.597	A		
USGS	01017550	2016-01-09 20:15	EST	1.597	A		
USGS	01017550	2016-01-09 20:30	EST	1.596	A		
USGS	01017550	2016-01-09 20:45	EST	1.595	A		
USGS	01017550	2016-01-09 21:00	EST	1.595	A		
USGS	01017550	2016-01-09 21:15	EST	1.596	A		
USGS	01017550	2016-01-09 21:30	EST	1.595	A		
USGS	01017550	2016-01-09 21:45	EST	1.593	A		
USGS	01017550	2016-01-09 22:00	EST	1.594	A		
USGS	01017550	2016-01-09 22:15	EST	1.593	A		
USGS	01017550	2016-01-09 22:30	EST	1.594	A		
USGS	01017550	2016-01-09 22:45	EST	1.596	A		
USGS	01017550	2016-01-09 23:00	EST	1.594	A		
USGS	01017550	2016-01-09 23:15	EST	1.595	A		
USGS	01017550	2016-01-09 23:30	EST	1.596	A		
USGS	01017550	2016-01-09 23:45	EST	1.596	A		
USGS	01017550	2016-01-10 00:00	EST	1.596	A		
USGS	01017550	2016-01-10 00:15	EST	1.597	A		
USGS	01017550	2016-01-10 00:30	EST	1.597	A		
USGS	01017550	2016-01-10 00:45	EST	1.596	A		
USGS	01017550	2016-01-10 01:00	EST	1.595	A		
USGS	01017550	2016-01-10 01:15	EST	1.597	A		
USGS	01017550	2016-01-10 01:30	EST	1.595	A		
USGS	01017550	2016-01-10 01:45	EST	1.594	A		
USGS	01017550	2016-01-10 02:00	EST	1.595	A		
USGS	01017550	2016-01-10 02:15	EST	1.594	A		
USGS	01017550	2016-01-10 02:30	EST	1.595	A		
USGS	01017550	2016-01-10 02:45	EST	1.594	A		
USGS	01017550	2016-01-10 03:00	EST	1.592	A		
USGS	01017550	2016-01-10 03:15	EST	1.593	A		
USGS	01017550	2016-01-10 03:30	EST	1.592	A		
USGS	01017550	2016-01-10 03:45	EST	1.594	A		
USGS	01017550	2016-01-10 04:00	EST	1.592	A		
USGS	01017550	2016-01-10 04:15	EST	1.593	A		
USGS	01017550	2016-01-10 04:30	EST	1.592	A		
USGS	01017550	2016-01-10 04:45	EST	1.592	A		
USGS	01017550	2016-01-10 05:00	EST	1.589	A		
USGS	01017550	2016-01-10 05:15	EST	1.591	A		
USGS	01017550	2016-01-10 05:30	EST	1.590	A		
USGS	01017550	2016-01-10 05:45	EST	1.590	A		
USGS	01017550	2016-01-10 06:00	EST	1.588	A		
USGS	01017550	2016-01-10 06:15	EST	1.591	A		
USGS	01017550	2016-01-10 06:30	EST	1.590	A		
USGS	01017550	2016-01-10 06:45	EST	1.591	A		
USGS	01017550	2016-01-10 07:00	EST	1.590	A		
USGS	01017550	2016-01-10 07:15	EST	1.591	A		
USGS	01017550	2016-01-10 07:30	EST	1.591	A		
USGS	01017550	2016-01-10 07:45	EST	1.591	A		
USGS	01017550	2016-01-10 08:00	EST	1.590	A		
USGS	01017550	2016-01-10 08:15	EST	1.591	A		
USGS	01017550	2016-01-10 08:30	EST	1.591	A		
USGS	01017550	2016-01-10 08:45	EST	1.589	A		
USGS	01017550	2016-01-10 09:00	EST	1.591	A		
USGS	01017550	2016-01-10 09:15	EST	1.590	A		
USGS	01017550	2016-01-10 09:30	EST	1.590	A		
USGS	01017550	2016-01-10 09:45	EST	1.590	A		
USGS	01017550	2016-01-10 10:00	EST	1.591	A		
USGS	01017550	2016-01-10 10:15	EST	1.591	A		
USGS	01017550	2016-01-10 10:30	EST	1.591	A		
USGS	01017550	2016-01-10 10:45	EST	1.591	A		
